sim_RW_alpha,sim_RW_beta,rec_RW_alpha,rec_RW_beta,sim_RWS_alpha,sim_RWS_beta,sim_RWS_rho,rec_RWS_alpha,rec_RWS_beta,rec_RWS_rho,sim_WSLS_eps,rec_WSLS_eps
0.820657043072746,4.33884856180832,0.739322513341904,4.37609136104584,0.527867276833228,19.470515037611,-2.22912456132012,1,66.22802734375,18.4765625,0.311880509402833,0.392396926879883
0.619205636405466,10.8123478512089,0.58778578042984,13.1660813093185,0.585026592766774,8.17258881256334,9.51884343745643,0.303896622732282,7.65677521936595,6.82986658997834,0.382859876675254,0.481043338775635
0.877849866781644,12.9335756628327,0.961669921875,44.53125,0.750748289861403,13.1260592051903,1.47271409353889,0.995849609375,67.67578125,15.15625,0.0767116833189493,0.0627822875976562
0.727611919944251,5.50387536107366,0.650384545326233,6.53671503067017,0.943666112435632,10.7280180898015,7.24768781686762,0.950486436922802,13.6848555738106,10.1377231196966,0.897378419267367,0.772154808044434
0.977836459852603,6.63345587182989,0.838599411770701,6.33916329592466,0.315770110488542,2.28751826843413,9.78442977292146,0.2674560546875,0.21240234375,46.33056640625,0.18198332411465,NaN
0.473271105974159,11.8806812939501,0.471631862223148,11.0565057396889,0.0627982781362278,4.12320064587971,-7.45530020534024,0.6641845703125,0,-38.0322265625,0.182026933411525,0.189846873283386
0.207322441359452,5.7352221026745,0.186925835907459,5.54878175258636,0.801239258375398,3.63349494892369,-9.15354092829505,0.733003356536301,74.4907059883371,-77.4004617957326,0.264687415178985,NaN
0.76225580048751,7.22555387545432,0.527741574915126,37.7774982852861,0.586457322437524,12.0479427601514,4.47121335891423,0.587246822193265,9.13979675620794,3.12218818813562,0.621251264861332,0.645586013793945
0.207422483377442,3.06173062301927,0.241132833063602,3.26707482337952,0.681301206159963,14.5258966141863,6.81222400855349,0.707173931563034,20.2839941586308,9.77559887586494,0.594049629999368,0.582275390625
0.327310237845168,19.4156210889934,0.307376721524633,30.2033150428906,0.917453296503443,0.451827933409978,2.92130137226515,0.00365854010033217,3.03816686369828,2.59276083540499,0.989708462381252,0.999917984008789
